# Logfile created on 2026-03-28 23:20:03 +0100 by logger.rb/v1.5.3
2026-03-28 23:20:03 +0100: Memory Usage (437536K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/top/final_gds.gds
2026-03-28 23:20:03 +0100: Memory Usage (437536K) : Ruby Version for klayout: 3.2.3
2026-03-28 23:20:04 +0100: Memory Usage (461856K) : Loading database to memory is complete.
2026-03-28 23:20:04 +0100: Memory Usage (461856K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/top/drc_run_2026_03_28_22_19_58/final_gds_top_schottkydiode.lyrdb
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : Evaluate switches.
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : tables selected: schottkydiode
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : KLayout will use 32 thread(s) in tiling mode.
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : deep mode is enabled.
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : FEOL enabled: false
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : BEOL enabled: false
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : OFFGRID enabled: false
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : PIN enabled: false
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : FORBIDDEN enabled: false
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : RECOMMENDED enabled: false
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : PreCheck DRC enabled: true
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : CONNECTIVITY_RULES enabled: false.
2026-03-28 23:20:04 +0100: Memory Usage (461984K) : Read in polygons from layers.
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_drw has 25251 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_pin has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_mask has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_filler has 22189 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_nofill has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_opc has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_iopc has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : activ_noqrc has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : biwind_drw has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : biwind_opc has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464288K) : pemwind_drw has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464416K) : gatpoly_drw has 23080 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464416K) : gatpoly_pin has 98 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464416K) : gatpoly_filler has 22189 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464416K) : gatpoly_nofill has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464416K) : gatpoly_opc has 0 polygons
2026-03-28 23:20:04 +0100: Memory Usage (464544K) : gatpoly_iopc has 0 polygons
